,Player,Pos,Age,Tm,G,GS,MP,PTS,TS%,FTM,FTA,FT%,FGM,FGA,FG%,3PM,3PA,3P%,2PM,2PA,2P%,OREB,OREB%,DREB,DREB%,TREB,TREB%,AST,AST%,STL,STL%,BLK,BLK%,TOV,TOV%,USG%,OFFWS,DEFWS,WS,WS/48,BPM,VORP,eFG%,PF
819,Jacob Pullen\pulleja01,PG,28,PHI,3,0,6,2,0.5,0,0,,1,2,0.5,0,1,0.0,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.3,21.3,0.0,0.0,0.0,-0.21,-15.2,0.0,0.5,0
820,Rodney Purvis\purviro01,SG,23,ORL,16,2,290,96,0.423,13,15,0.867,35,107,0.327,13,52,0.25,22,55,0.4,1,0.4,26,9.9,27,5.1,17,8.5,3,0.5,3,0.8,10,8.1,18.7,-0.4,0.1,-0.3,-0.055999999999999994,-7.9,-0.4,0.38799999999999996,26
821,Zhou Qi\qizh01,C,22,HOU,18,0,124,22,0.295,8,12,0.667,6,32,0.188,2,19,0.105,4,13,0.308,6,5.5,16,14.4,22,10.0,2,2.1,2,0.8,14,9.6,10,21.2,16.8,-0.5,0.2,-0.3,-0.10400000000000001,-7.2,-0.2,0.21899999999999997,14
822,Tim Quarterman\quartti01,SG,23,HOU,3,0,13,4,0.515,2,2,1.0,1,3,0.33299999999999996,0,2,0.0,1,1,1.0,0,0.0,3,25.8,3,13.0,1,10.6,0,0.0,0,0.0,2,34.0,20.0,0.0,0.0,0.0,-0.083,-10.8,0.0,0.33299999999999996,1
823,Ivan Rabb\rabbiv01,PF,20,MEM,36,5,516,201,0.599,29,36,0.8059999999999999,86,152,0.5660000000000001,0,0,,86,152,0.5660000000000001,53,11.6,105,24.1,158,17.7,32,10.4,12,1.2,13,2.4,35,17.3,17.7,0.7,0.5,1.2,0.109,-1.5,0.1,0.5660000000000001,55
824,Julius Randle\randlju01,C,23,LAL,82,49,2190,1323,0.606,305,425,0.718,504,904,0.5579999999999999,10,45,0.222,494,859,0.575,181,8.9,473,22.8,654,15.9,210,15.8,43,0.9,45,1.7,213,16.3,25.3,4.0,2.6,6.6,0.145,0.9,1.6,0.563,274
825,Zach Randolph\randoza01,PF,36,SAC,59,57,1508,857,0.529,84,107,0.785,361,763,0.473,51,147,0.34700000000000003,310,616,0.503,97,7.0,300,23.7,397,15.0,127,14.9,42,1.4,10,0.6,116,12.5,27.6,0.3,1.2,1.5,0.048,-1.8,0.1,0.507,119
826,Xavier Rathan-Mayes\rathaxa01,SG,23,MEM,5,0,118,29,0.315,4,9,0.444,12,42,0.28600000000000003,1,14,0.071,11,28,0.39299999999999996,0,0.0,5,5.0,5,2.5,18,23.0,6,2.6,3,2.4,11,19.3,21.7,-0.5,0.1,-0.4,-0.171,-10.7,-0.3,0.298,18
827,J.J. Redick\redicjj01,SG,33,PHI,70,70,2116,1198,0.614,197,218,0.904,404,879,0.46,193,460,0.42,211,419,0.504,9,0.5,169,8.3,178,4.5,210,15.1,35,0.8,6,0.2,103,9.6,21.7,4.8,1.8,6.6,0.15,0.0,1.1,0.569,123
828,Davon Reed\reedda01,SG,22,PHO,21,1,242,63,0.38799999999999996,8,12,0.667,22,76,0.289,11,38,0.289,11,38,0.289,2,0.9,37,16.6,39,8.6,13,7.6,10,2.0,2,0.7,10,11.0,16.0,-0.5,0.2,-0.3,-0.059000000000000004,-6.7,-0.3,0.36200000000000004,17
829,Willie Reed\reedwi02,C,27,TOT,42,5,428,195,0.6709999999999999,32,55,0.5820000000000001,81,121,0.669,1,2,0.5,80,119,0.672,35,9.1,86,21.8,121,15.5,10,3.6,9,1.0,22,4.3,19,11.6,16.6,1.0,0.5,1.5,0.172,-0.9,0.1,0.674,56
830,Willie Reed\reedwi02,C,27,TOT,42,5,428,193,0.6709999999999999,32,55,0.5820000000000001,80,120,0.667,1,2,0.5,79,118,0.669,35,9.1,85,21.8,120,15.5,9,3.6,9,1.0,22,4.3,19,11.6,16.6,1.0,0.5,1.5,0.172,-0.9,0.1,0.6709999999999999,53
831,Willie Reed\reedwi02,C,27,TOT,42,0,428,2,0.6709999999999999,0,0,,1,1,1.0,0,0,,1,1,1.0,0,9.1,1,21.8,1,15.5,1,3.6,0,1.0,0,4.3,0,11.6,16.6,1.0,0.5,1.5,0.172,-0.9,0.1,1.0,3
832,Willie Reed\reedwi02,C,27,LAC,39,5,419,195,0.669,32,55,0.5820000000000001,81,121,0.669,1,2,0.5,80,119,0.672,35,9.3,86,22.0,121,15.7,10,3.3,9,1.0,22,4.4,19,11.6,16.8,1.0,0.5,1.5,0.171,-0.8,0.1,0.674,56
833,Willie Reed\reedwi02,C,27,LAC,39,5,419,193,0.669,32,55,0.5820000000000001,80,120,0.667,1,2,0.5,79,118,0.669,35,9.3,85,22.0,120,15.7,9,3.3,9,1.0,22,4.4,19,11.6,16.8,1.0,0.5,1.5,0.171,-0.8,0.1,0.6709999999999999,53
834,Willie Reed\reedwi02,C,27,LAC,39,0,419,2,0.669,0,0,,1,1,1.0,0,0,,1,1,1.0,0,9.3,1,22.0,1,15.7,1,3.3,0,1.0,0,4.4,0,11.6,16.8,1.0,0.5,1.5,0.171,-0.8,0.1,1.0,3
835,Willie Reed\reedwi02,C,27,DET,3,5,9,195,1.0,32,55,0.5820000000000001,81,121,0.669,1,2,0.5,80,119,0.672,35,0.0,86,12.5,121,6.1,10,15.9,9,0.0,22,0.0,19,0.0,4.9,0.0,0.0,0.0,0.187,-2.5,0.0,0.674,56
836,Willie Reed\reedwi02,C,27,DET,3,5,9,193,1.0,32,55,0.5820000000000001,80,120,0.667,1,2,0.5,79,118,0.669,35,0.0,85,12.5,120,6.1,9,15.9,9,0.0,22,0.0,19,0.0,4.9,0.0,0.0,0.0,0.187,-2.5,0.0,0.6709999999999999,53
837,Willie Reed\reedwi02,C,27,DET,3,0,9,2,1.0,0,0,,1,1,1.0,0,0,,1,1,1.0,0,0.0,1,12.5,1,6.1,1,15.9,0,0.0,0,0.0,0,0.0,4.9,0.0,0.0,0.0,0.187,-2.5,0.0,1.0,3
838,Josh Richardson\richajo01,SF,24,MIA,81,81,2689,1045,0.551,120,142,0.845,399,885,0.451,127,336,0.37799999999999995,272,549,0.495,69,2.9,216,9.0,285,6.0,231,13.2,121,2.3,75,2.4,140,12.9,18.2,1.8,3.5,5.4,0.096,1.4,2.3,0.523,199
839,Malachi Richardson\richama01,SG,22,TOT,26,4,324,89,0.446,17,22,0.773,30,90,0.33299999999999996,12,40,0.3,18,50,0.36,5,1.7,29,10.6,34,6.0,13,5.6,10,1.6,1,0.3,10,9.1,15.2,-0.2,0.1,-0.1,-0.015,-6.4,-0.4,0.4,27
840,Malachi Richardson\richama01,SG,22,TOT,26,4,324,87,0.446,17,22,0.773,29,88,0.33,12,39,0.308,17,49,0.34700000000000003,5,1.7,28,10.6,33,6.0,13,5.6,10,1.6,1,0.3,10,9.1,15.2,-0.2,0.1,-0.1,-0.015,-6.4,-0.4,0.39799999999999996,27
841,Malachi Richardson\richama01,SG,22,TOT,26,0,324,2,0.446,0,0,,1,2,0.5,0,1,0.0,1,1,1.0,0,1.7,1,10.6,1,6.0,0,5.6,0,1.6,0,0.3,0,9.1,15.2,-0.2,0.1,-0.1,-0.015,-6.4,-0.4,0.5,0
842,Malachi Richardson\richama01,SG,22,SAC,25,4,319,89,0.445,17,22,0.773,30,90,0.33299999999999996,12,40,0.3,18,50,0.36,5,1.7,29,10.4,34,5.9,13,5.7,10,1.6,1,0.3,10,9.3,15.2,-0.2,0.1,-0.1,-0.016,-6.3,-0.3,0.4,27
843,Malachi Richardson\richama01,SG,22,SAC,25,4,319,87,0.445,17,22,0.773,29,88,0.33,12,39,0.308,17,49,0.34700000000000003,5,1.7,28,10.4,33,5.9,13,5.7,10,1.6,1,0.3,10,9.3,15.2,-0.2,0.1,-0.1,-0.016,-6.3,-0.3,0.39799999999999996,27
844,Malachi Richardson\richama01,SG,22,SAC,25,0,319,2,0.445,0,0,,1,2,0.5,0,1,0.0,1,1,1.0,0,1.7,1,10.4,1,5.9,0,5.7,0,1.6,0,0.3,0,9.3,15.2,-0.2,0.1,-0.1,-0.016,-6.3,-0.3,0.5,0
845,Malachi Richardson\richama01,SG,22,TOR,1,4,5,89,0.5,17,22,0.773,30,90,0.33299999999999996,12,40,0.3,18,50,0.36,5,0.0,29,22.0,34,11.2,13,0.0,10,0.0,1,0.0,10,0.0,17.5,0.0,0.0,0.0,0.045,-11.5,0.0,0.4,27
846,Malachi Richardson\richama01,SG,22,TOR,1,4,5,87,0.5,17,22,0.773,29,88,0.33,12,39,0.308,17,49,0.34700000000000003,5,0.0,28,22.0,33,11.2,13,0.0,10,0.0,1,0.0,10,0.0,17.5,0.0,0.0,0.0,0.045,-11.5,0.0,0.39799999999999996,27
847,Malachi Richardson\richama01,SG,22,TOR,1,0,5,2,0.5,0,0,,1,2,0.5,0,1,0.0,1,1,1.0,0,0.0,1,22.0,1,11.2,0,0.0,0,0.0,0,0.0,0,0.0,17.5,0.0,0.0,0.0,0.045,-11.5,0.0,0.5,0
848,Austin Rivers\riverau01,SG,25,LAC,61,59,2057,920,0.526,102,159,0.642,341,805,0.424,136,360,0.37799999999999995,205,445,0.461,27,1.5,118,6.2,145,3.9,242,17.5,74,1.7,16,0.6,109,11.1,20.6,1.4,1.0,2.4,0.055999999999999994,-0.9,0.6,0.508,152
849,Andre Roberson\roberan03,SG,26,OKC,39,39,1037,194,0.5429999999999999,12,38,0.316,87,162,0.537,8,36,0.222,79,126,0.627,75,7.8,110,12.2,185,9.9,46,6.0,45,2.2,35,3.1,30,14.4,8.6,0.8,1.3,2.2,0.1,1.5,0.9,0.562,89
850,Devin Robinson\robinde01,SF,22,WAS,1,0,13,2,0.33299999999999996,0,0,,1,3,0.33299999999999996,0,0,,1,3,0.33299999999999996,2,17.4,3,26.0,5,21.7,0,0.0,1,3.8,0,0.0,0,0.0,10.2,0.0,0.0,0.0,0.098,-8.2,0.0,0.33299999999999996,2
851,Glenn Robinson\robingl02,SF,24,IND,23,1,338,95,0.529,9,11,0.818,36,85,0.424,14,34,0.41200000000000003,22,51,0.431,11,3.7,26,8.6,37,6.2,17,6.8,13,1.9,1,0.3,5,5.3,12.5,0.4,0.3,0.6,0.08800000000000001,-1.8,0.0,0.506,14
852,Rajon Rondo\rondora01,PG,31,NOP,65,63,1705,537,0.522,25,46,0.5429999999999999,231,494,0.46799999999999997,50,150,0.33299999999999996,181,344,0.526,31,2.0,232,14.2,263,8.4,533,42.2,70,2.0,10,0.5,151,22.7,16.9,1.9,1.7,3.6,0.10099999999999999,-1.1,0.4,0.518,119
853,Derrick Rose\rosede01,PG,29,TOT,25,7,420,209,0.507,40,46,0.87,81,186,0.435,7,30,0.233,74,156,0.474,13,3.5,22,5.8,35,4.7,37,13.6,7,0.8,4,0.8,35,14.5,25.4,-0.2,0.1,-0.2,-0.018000000000000002,-7.8,-0.6,0.45399999999999996,16
854,Derrick Rose\rosede01,PG,29,TOT,25,7,420,157,0.507,35,41,0.8540000000000001,58,132,0.439,6,24,0.25,52,108,0.48100000000000004,10,3.5,19,5.8,29,4.7,26,13.6,3,0.8,4,0.8,28,14.5,25.4,-0.2,0.1,-0.2,-0.018000000000000002,-7.8,-0.6,0.462,14
855,Derrick Rose\rosede01,PG,29,TOT,25,0,420,52,0.507,5,5,1.0,23,54,0.426,1,6,0.16699999999999998,22,48,0.45799999999999996,3,3.5,3,5.8,6,4.7,11,13.6,4,0.8,0,0.8,7,14.5,25.4,-0.2,0.1,-0.2,-0.018000000000000002,-7.8,-0.6,0.435,2
856,Derrick Rose\rosede01,PG,29,CLE,16,7,308,209,0.523,40,46,0.87,81,186,0.435,7,30,0.233,74,156,0.474,13,3.7,22,6.8,35,5.3,37,13.0,7,0.5,4,1.1,35,15.7,25.6,-0.1,0.0,-0.1,-0.013999999999999999,-7.7,-0.4,0.45399999999999996,16
857,Derrick Rose\rosede01,PG,29,CLE,16,7,308,157,0.523,35,41,0.8540000000000001,58,132,0.439,6,24,0.25,52,108,0.48100000000000004,10,3.7,19,6.8,29,5.3,26,13.0,3,0.5,4,1.1,28,15.7,25.6,-0.1,0.0,-0.1,-0.013999999999999999,-7.7,-0.4,0.462,14
858,Derrick Rose\rosede01,PG,29,CLE,16,0,308,52,0.523,5,5,1.0,23,54,0.426,1,6,0.16699999999999998,22,48,0.45799999999999996,3,3.7,3,6.8,6,5.3,11,13.0,4,0.5,0,1.1,7,15.7,25.6,-0.1,0.0,-0.1,-0.013999999999999999,-7.7,-0.4,0.435,2
859,Derrick Rose\rosede01,PG,29,MIN,9,7,112,209,0.46299999999999997,40,46,0.87,81,186,0.435,7,30,0.233,74,156,0.474,13,3.1,22,3.1,35,3.1,37,15.2,7,1.8,4,0.0,35,11.1,25.0,-0.1,0.0,-0.1,-0.028999999999999998,-8.1,-0.2,0.45399999999999996,16
860,Derrick Rose\rosede01,PG,29,MIN,9,7,112,157,0.46299999999999997,35,41,0.8540000000000001,58,132,0.439,6,24,0.25,52,108,0.48100000000000004,10,3.1,19,3.1,29,3.1,26,15.2,3,1.8,4,0.0,28,11.1,25.0,-0.1,0.0,-0.1,-0.028999999999999998,-8.1,-0.2,0.462,14
861,Derrick Rose\rosede01,PG,29,MIN,9,0,112,52,0.46299999999999997,5,5,1.0,23,54,0.426,1,6,0.16699999999999998,22,48,0.45799999999999996,3,3.1,3,3.1,6,3.1,11,15.2,4,1.8,0,0.0,7,11.1,25.0,-0.1,0.0,-0.1,-0.028999999999999998,-8.1,-0.2,0.435,2
862,Terrence Ross\rosste01,SG,26,ORL,24,20,600,209,0.505,27,36,0.75,76,191,0.39799999999999996,30,93,0.32299999999999995,46,98,0.469,10,1.8,63,11.6,73,6.7,38,9.3,27,2.2,11,1.5,29,12.3,17.3,-0.2,0.5,0.3,0.025,-2.1,0.0,0.47600000000000003,45
863,Terry Rozier\roziete01,PG,23,BOS,80,16,2068,900,0.52,115,149,0.772,316,800,0.395,153,402,0.381,163,398,0.41,63,3.4,313,16.3,376,9.9,232,17.5,80,1.9,19,0.8,80,8.5,20.4,2.2,3.4,5.6,0.13,1.8,2.0,0.491,123
864,Ricky Rubio\rubiori01,PG,27,UTA,77,77,2254,1008,0.537,220,254,0.866,346,827,0.418,96,273,0.35200000000000004,250,554,0.451,44,2.2,307,15.3,351,8.8,410,28.4,121,2.7,11,0.4,207,18.1,22.9,1.5,3.8,5.3,0.11199999999999999,1.7,2.1,0.47600000000000003,206
865,D'Angelo Russell\russeda01,PG,21,BRK,48,35,1234,743,0.509,97,131,0.74,278,672,0.414,90,278,0.324,188,394,0.47700000000000004,30,2.6,159,13.8,189,8.1,249,35.7,36,1.4,17,1.0,147,16.8,30.8,-0.5,0.9,0.4,0.013999999999999999,-0.4,0.5,0.48100000000000004,93
866,Domantas Sabonis\sabondo01,C,21,IND,74,19,1810,861,0.5670000000000001,168,224,0.75,340,661,0.514,13,37,0.35100000000000003,327,624,0.524,165,10.4,407,25.2,572,17.8,151,12.7,40,1.1,32,1.6,137,15.3,22.1,2.5,2.2,4.7,0.126,-0.2,0.8,0.524,220
867,JaKarr Sampson\sampsja02,SF,24,SAC,22,6,344,103,0.585,10,16,0.625,44,81,0.5429999999999999,5,10,0.5,39,71,0.5489999999999999,21,6.7,57,19.7,78,12.9,9,3.9,8,1.2,22,6.1,8,8.3,12.5,0.4,0.4,0.8,0.114,-0.7,0.1,0.574,48
868,Dario Saric\saricda01,PF,23,PHI,78,73,2310,1141,0.5820000000000001,178,207,0.86,403,890,0.45299999999999996,157,399,0.39299999999999996,246,491,0.501,154,7.5,366,16.4,520,12.1,202,13.0,51,1.1,20,0.7,148,13.1,20.9,3.8,2.8,6.6,0.13699999999999998,1.4,2.0,0.541,160
869,Tomas Satoransky\satorto01,SG,26,WAS,73,30,1643,524,0.615,75,96,0.7809999999999999,201,384,0.523,47,101,0.465,154,283,0.544,72,5.0,161,11.1,233,8.0,286,24.8,52,1.6,15,0.8,83,16.3,13.7,3.7,1.3,5.0,0.145,1.1,1.3,0.585,131
870,Dennis Schroder\schrode01,PG,24,ATL,67,67,2078,1301,0.515,225,265,0.8490000000000001,500,1146,0.436,76,262,0.29,424,884,0.48,44,2.4,164,8.8,208,5.6,417,36.2,72,1.7,6,0.2,183,12.7,30.4,1.5,1.0,2.6,0.059000000000000004,-0.7,0.7,0.469,147
871,Mike Scott\scottmi01,PF,29,WAS,76,1,1406,668,0.599,50,76,0.6579999999999999,276,524,0.527,66,163,0.405,210,361,0.5820000000000001,50,4.0,197,15.8,247,9.9,80,9.1,23,0.8,10,0.6,79,12.4,20.0,1.4,1.0,2.5,0.085,-2.3,-0.1,0.59,148
872,Thabo Sefolosha\sefolth01,SF,33,UTA,38,6,806,312,0.591,44,54,0.815,118,240,0.49200000000000005,32,84,0.381,86,156,0.551,29,4.1,132,18.4,161,11.3,33,6.3,52,3.2,12,1.3,30,10.2,16.4,1.0,1.6,2.6,0.156,1.9,0.8,0.5579999999999999,59
873,Wayne Selden\seldewa01,SG,23,MEM,35,9,692,325,0.551,44,59,0.746,116,269,0.431,49,122,0.402,67,147,0.456,16,2.6,40,6.8,56,4.7,66,16.0,18,1.3,5,0.7,54,15.5,22.6,0.1,0.2,0.3,0.023,-4.0,-0.4,0.522,59
874,Ramon Sessions\sessira01,PG,31,TOT,28,3,392,136,0.479,44,57,0.772,42,117,0.359,8,26,0.308,34,91,0.374,6,1.7,32,9.1,38,5.4,77,27.2,14,1.8,2,0.4,30,17.4,19.3,0.1,0.3,0.3,0.039,-5.2,-0.3,0.39299999999999996,29
875,Ramon Sessions\sessira01,PG,31,TOT,28,3,392,48,0.479,12,15,0.8,17,53,0.321,2,11,0.182,15,42,0.35700000000000004,1,1.7,17,9.1,18,5.4,27,27.2,7,1.8,1,0.4,15,17.4,19.3,0.1,0.3,0.3,0.039,-5.2,-0.3,0.34,14
876,Ramon Sessions\sessira01,PG,31,TOT,28,0,392,88,0.479,32,42,0.762,25,64,0.391,6,15,0.4,19,49,0.38799999999999996,5,1.7,15,9.1,20,5.4,50,27.2,7,1.8,1,0.4,15,17.4,19.3,0.1,0.3,0.3,0.039,-5.2,-0.3,0.43799999999999994,15
877,Ramon Sessions\sessira01,PG,31,NYK,13,3,167,136,0.40299999999999997,44,57,0.772,42,117,0.359,8,26,0.308,34,91,0.374,6,0.7,32,11.2,38,6.0,77,21.9,14,2.1,2,0.5,30,20.1,19.5,-0.3,0.1,-0.2,-0.065,-7.1,-0.2,0.39299999999999996,29
878,Ramon Sessions\sessira01,PG,31,NYK,13,3,167,48,0.40299999999999997,12,15,0.8,17,53,0.321,2,11,0.182,15,42,0.35700000000000004,1,0.7,17,11.2,18,6.0,27,21.9,7,2.1,1,0.5,15,20.1,19.5,-0.3,0.1,-0.2,-0.065,-7.1,-0.2,0.34,14
879,Ramon Sessions\sessira01,PG,31,NYK,13,0,167,88,0.40299999999999997,32,42,0.762,25,64,0.391,6,15,0.4,19,49,0.38799999999999996,5,0.7,15,11.2,20,6.0,50,21.9,7,2.1,1,0.5,15,20.1,19.5,-0.3,0.1,-0.2,-0.065,-7.1,-0.2,0.43799999999999994,15
880,Ramon Sessions\sessira01,PG,31,WAS,15,3,225,136,0.5329999999999999,44,57,0.772,42,117,0.359,8,26,0.308,34,91,0.374,6,2.5,32,7.5,38,5.0,77,31.1,14,1.5,2,0.4,30,15.4,19.1,0.4,0.1,0.5,0.11599999999999999,-3.7,-0.1,0.39299999999999996,29
881,Ramon Sessions\sessira01,PG,31,WAS,15,3,225,48,0.5329999999999999,12,15,0.8,17,53,0.321,2,11,0.182,15,42,0.35700000000000004,1,2.5,17,7.5,18,5.0,27,31.1,7,1.5,1,0.4,15,15.4,19.1,0.4,0.1,0.5,0.11599999999999999,-3.7,-0.1,0.34,14
882,Ramon Sessions\sessira01,PG,31,WAS,15,0,225,88,0.5329999999999999,32,42,0.762,25,64,0.391,6,15,0.4,19,49,0.38799999999999996,5,2.5,15,7.5,20,5.0,50,31.1,7,1.5,1,0.4,15,15.4,19.1,0.4,0.1,0.5,0.11599999999999999,-3.7,-0.1,0.43799999999999994,15
883,Iman Shumpert\shumpim01,SG,27,CLE,14,6,276,62,0.48,11,15,0.733,22,58,0.379,7,26,0.26899999999999996,15,32,0.469,7,2.9,34,13.6,41,8.3,17,8.1,9,1.6,4,1.2,16,19.9,12.9,-0.2,0.2,0.0,-0.006,-4.0,-0.1,0.44,22
884,Pascal Siakam\siakapa01,PF,23,TOR,81,5,1679,589,0.5489999999999999,54,87,0.621,253,498,0.508,29,132,0.22,224,366,0.612,79,5.4,285,18.6,364,12.1,159,13.5,62,1.8,42,2.0,67,11.1,15.7,2.1,2.5,4.7,0.133,2.1,1.7,0.537,166
885,Xavier Silas\silasxa01,SG,30,BOS,2,0,7,0,0.0,0,0,,0,3,0.0,0,2,0.0,0,1,0.0,1,15.8,1,15.4,2,15.6,0,0.0,1,7.1,0,0.0,0,0.0,19.1,-0.1,0.0,0.0,-0.25,-13.4,0.0,0.0,1
886,Ben Simmons\simmobe01,PG,21,PHI,81,81,2732,1279,0.557,191,341,0.56,544,998,0.545,0,11,0.0,544,987,0.551,145,5.9,514,19.5,659,13.0,661,37.4,140,2.5,70,2.1,278,19.5,22.3,4.2,5.0,9.2,0.162,4.6,4.6,0.545,211
887,Jonathon Simmons\simmojo02,SG,28,ORL,69,50,2029,962,0.555,185,241,0.768,354,761,0.465,69,204,0.33799999999999997,285,557,0.512,61,3.3,178,9.7,239,6.5,171,13.3,58,1.4,16,0.6,146,14.4,22.0,0.8,1.1,1.9,0.045,-2.3,-0.2,0.511,175
888,Kobi Simmons\simmoko01,PG,20,MEM,32,12,643,196,0.49,25,25,1.0,80,189,0.423,11,39,0.282,69,150,0.46,14,2.5,36,6.6,50,4.5,68,16.5,18,1.4,5,0.7,44,18.0,17.0,-0.4,0.2,-0.2,-0.013000000000000001,-6.0,-0.6,0.452,61
889,Kyle Singler\singlky01,SF,29,OKC,12,0,59,23,0.43,7,13,0.5379999999999999,7,21,0.33299999999999996,2,5,0.4,5,16,0.313,1,1.8,9,17.5,10,9.4,2,4.8,1,0.8,0,0.0,3,10.1,21.6,-0.1,0.0,0.0,-0.031,-11.8,-0.1,0.381,4
890,Marcus Smart\smartma01,SG,23,BOS,54,11,1614,550,0.479,97,133,0.7290000000000001,189,515,0.36700000000000005,75,249,0.301,114,266,0.429,43,3.0,146,9.8,189,6.4,259,23.7,71,2.2,23,1.2,129,18.4,19.4,-0.6,2.5,1.9,0.055999999999999994,-0.5,0.6,0.44,133
891,Dennis Smith\smithde03,PG,20,DAL,69,69,2049,1048,0.473,134,193,0.6940000000000001,404,1024,0.395,106,339,0.313,298,685,0.435,50,2.6,210,11.8,260,7.0,358,29.5,71,1.7,18,0.8,194,15.0,28.9,-2.4,1.7,-0.7,-0.017,-2.3,-0.1,0.446,152
892,Ish Smith\smithis01,PG,29,DET,82,35,2043,894,0.525,81,116,0.698,389,801,0.486,35,101,0.34700000000000003,354,700,0.506,27,1.4,197,10.9,224,6.1,360,28.4,64,1.6,20,0.9,108,11.2,20.8,2.4,2.0,4.4,0.102,-1.2,0.4,0.507,140
893,J.R. Smith\smithjr01,SG,32,CLE,80,61,2244,662,0.534,39,56,0.696,240,595,0.40299999999999997,143,381,0.375,97,214,0.45299999999999996,29,1.5,206,10.1,235,5.9,141,8.6,68,1.5,11,0.4,81,11.6,13.8,0.6,0.9,1.4,0.031,-1.7,0.2,0.524,161
894,Jason Smith\smithja02,C,31,WAS,33,2,285,113,0.455,19,21,0.905,45,115,0.391,4,32,0.125,41,83,0.494,18,7.2,35,13.9,53,10.5,14,7.4,3,0.5,13,4.0,16,11.4,21.7,-0.2,0.3,0.0,0.003,-6.0,-0.3,0.409,44
895,Josh Smith\smithjo03,PF,32,NOP,3,0,12,2,0.25,0,0,,1,4,0.25,0,0,,1,4,0.25,3,28.1,1,8.7,4,18.1,0,0.0,0,0.0,0,0.0,0,0.0,14.4,0.0,0.0,0.0,-0.013000000000000001,-13.4,0.0,0.25,3
896,Tony Snell\snellto01,SG,26,MIL,75,59,2053,516,0.578,38,48,0.792,185,425,0.435,108,268,0.40299999999999997,77,157,0.49,9,0.5,132,7.5,141,4.0,98,6.5,47,1.1,28,1.2,36,7.5,10.6,1.6,0.7,2.4,0.055999999999999994,-1.8,0.1,0.562,115
897,Marreese Speights\speigma01,C,30,ORL,52,3,675,402,0.539,40,55,0.727,138,349,0.395,86,233,0.369,52,116,0.44799999999999995,21,3.4,112,18.4,133,10.8,40,9.8,8,0.6,22,2.6,40,9.7,26.9,0.1,0.5,0.6,0.045,-2.8,-0.1,0.519,106
898,Nik Stauskas\stausni01,SG,24,TOT,41,0,523,181,0.5429999999999999,21,29,0.7240000000000001,60,154,0.39,40,100,0.4,20,54,0.37,4,0.8,60,12.3,64,6.5,39,11.1,9,0.8,4,0.6,26,13.5,15.9,0.1,0.3,0.3,0.031,-4.0,-0.3,0.519,24
899,Nik Stauskas\stausni01,SG,24,TOT,41,0,523,4,0.5429999999999999,2,2,1.0,1,4,0.25,0,1,0.0,1,3,0.33299999999999996,0,0.8,1,12.3,1,6.5,1,11.1,4,0.8,0,0.6,4,13.5,15.9,0.1,0.3,0.3,0.031,-4.0,-0.3,0.25,3
900,Nik Stauskas\stausni01,SG,24,TOT,41,0,523,177,0.5429999999999999,19,27,0.7040000000000001,59,150,0.39299999999999996,40,99,0.40399999999999997,19,51,0.373,4,0.8,59,12.3,63,6.5,38,11.1,5,0.8,4,0.6,22,13.5,15.9,0.1,0.3,0.3,0.031,-4.0,-0.3,0.527,21
901,Nik Stauskas\stausni01,SG,24,PHI,6,0,45,181,0.41,21,29,0.7240000000000001,60,154,0.39,40,100,0.4,20,54,0.37,4,0.0,60,2.3,64,1.2,39,2.7,9,4.3,4,0.0,26,45.0,8.4,-0.1,0.1,0.0,-0.044000000000000004,-4.8,0.0,0.519,24
902,Nik Stauskas\stausni01,SG,24,PHI,6,0,45,4,0.41,2,2,1.0,1,4,0.25,0,1,0.0,1,3,0.33299999999999996,0,0.0,1,2.3,1,1.2,1,2.7,4,4.3,0,0.0,4,45.0,8.4,-0.1,0.1,0.0,-0.044000000000000004,-4.8,0.0,0.25,3
903,Nik Stauskas\stausni01,SG,24,PHI,6,0,45,177,0.41,19,27,0.7040000000000001,59,150,0.39299999999999996,40,99,0.40399999999999997,19,51,0.373,4,0.0,59,2.3,63,1.2,38,2.7,5,4.3,4,0.0,22,45.0,8.4,-0.1,0.1,0.0,-0.044000000000000004,-4.8,0.0,0.527,21
904,Nik Stauskas\stausni01,SG,24,BRK,35,0,478,181,0.547,21,29,0.7240000000000001,60,154,0.39,40,100,0.4,20,54,0.37,4,0.9,60,13.2,64,7.0,39,11.9,9,0.5,4,0.6,26,12.0,16.7,0.2,0.2,0.4,0.038,-3.9,-0.2,0.519,24
905,Nik Stauskas\stausni01,SG,24,BRK,35,0,478,4,0.547,2,2,1.0,1,4,0.25,0,1,0.0,1,3,0.33299999999999996,0,0.9,1,13.2,1,7.0,1,11.9,4,0.5,0,0.6,4,12.0,16.7,0.2,0.2,0.4,0.038,-3.9,-0.2,0.25,3
906,Nik Stauskas\stausni01,SG,24,BRK,35,0,478,177,0.547,19,27,0.7040000000000001,59,150,0.39299999999999996,40,99,0.40399999999999997,19,51,0.373,4,0.9,59,13.2,63,7.0,38,11.9,5,0.5,4,0.6,22,12.0,16.7,0.2,0.2,0.4,0.038,-3.9,-0.2,0.527,21
